Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
Fringilla coelebs,Common Chaffinch,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Fringilla coelebs,0
Erithacus rubecula,European Robin,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Erithacus rubecula,0
Certhia familiaris,Eurasian Treecreeper,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
Turdus philomelos,Song Thrush,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Turdus philomelos,0
Garrulus glandarius,Eurasian Jay,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Garrulus glandarius,0
Certhia familiaris,Eurasian Treecreeper,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
Motacilla alba,White Wagtail,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Motacilla alba,0
Corvus frugilegus,Rook,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Corvus frugilegus,0
Anser caerulescens,Snow Goose,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser caerulescens,0
Anser albifrons,Greater White-fronted Goose,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser albifrons,0
Anser anser,Graylag Goose,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser anser,1
Branta leucopsis,Barnacle Goose,18/02/2016,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Branta leucopsis,0
Corvus monedula,Eurasian Jackdaw,20/02/2016,2016,2,20,1045,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Corvus monedula,0
Buteo buteo,Common Buzzard,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Buteo buteo,1
Corvus corax,Common Raven,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Corvus corax,0
Turdus iliacus,Redwing,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Turdus iliacus,0
Turdus iliacus,Redwing,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Turdus iliacus,0
Coccothraustes coccothraustes,Hawfinch,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Coccothraustes coccothraustes,0
Coccothraustes coccothraustes,Hawfinch,04/03/2016,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Coccothraustes coccothraustes,0
Numenius phaeopus,Whimbrel,27/04/2016,2016,4,27,1600,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Numenius phaeopus,0
Numenius phaeopus,Whimbrel,27/04/2016,2016,4,27,1600,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Numenius phaeopus,0
Pyrrhocorax pyrrhocorax,Red-billed Chough,01/05/2016,2016,5,1,1700,Ireland,IE-C-LM,Connaught,Leitrim,Peakadaw,54.367,-8.3071,Pyrrhocorax pyrrhocorax,0
Phasianus colchicus,Ring-necked Pheasant,04/05/2016,2016,5,4,1700,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Phasianus colchicus,0
Gavia immer,Common Loon,04/05/2016,2016,5,4,700,Ireland,IE-U-DL,Ulster,Donegal,Bundoran,54.4794,-8.28,Gavia immer,0
Cepphus grylle,Black Guillemot,04/05/2016,2016,5,4,700,Ireland,IE-U-DL,Ulster,Donegal,Bundoran,54.4794,-8.28,Cepphus grylle,0
Fulmarus glacialis,Northern Fulmar,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Fulmarus glacialis,0
Fulmarus glacialis,Northern Fulmar,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Fulmarus glacialis,0
Phalacrocorax aristotelis,European Shag,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Phalacrocorax aristotelis,0
Rissa tridactyla,Black-legged Kittiwake,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Rissa tridactyla,0
Branta bernicla,Brant,30/04/2016,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Branta bernicla,1
Branta bernicla,Brant,30/04/2016,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Branta bernicla,1
Cepphus grylle,Black Guillemot,30/04/2016,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Cepphus grylle,0
Cygnus cygnus,Whooper Swan,10/05/2016,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
Cygnus cygnus,Whooper Swan,10/05/2016,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
Uria aalge,Common Murre,10/05/2016,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Uria aalge,0
Cygnus cygnus,Whooper Swan,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
Cygnus cygnus,Whooper Swan,03/05/2016,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
Muscicapa striata,Spotted Flycatcher,11/05/2016,2016,5,11,1500,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Muscicapa striata,0
Somateria mollissima,Common Eider,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Somateria mollissima,1
Phalacrocorax aristotelis,European Shag,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Phalacrocorax aristotelis,0
Alca torda,Razorbill,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Alca torda,0
Uria aalge,Common Murre,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Uria aalge,0
Fratercula arctica,Atlantic Puffin,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Fratercula arctica,0
Fratercula arctica,Atlantic Puffin,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Fratercula arctica,0
Rissa tridactyla,Black-legged Kittiwake,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Rissa tridactyla,0
Pyrrhocorax pyrrhocorax,Red-billed Chough,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Pyrrhocorax pyrrhocorax,0
Passer montanus,Eurasian Tree Sparrow,14/05/2016,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Passer montanus,0
Cyanistes caeruleus,Eurasian Blue Tit,05/05/2016,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cyanistes caeruleus,0
Motacilla cinerea,Gray Wagtail,05/05/2016,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Motacilla cinerea,0
Fringilla coelebs,Common Chaffinch,05/05/2016,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fringilla coelebs,0
Larus argentatus,Herring Gull,03/01/2015,2015,1,3,1100,Ireland,IE-L,Leinster,NA,Howth,53.3887,-6.0627,Larus argentatus,0
Larus argentatus,Herring Gull,03/01/2015,2015,1,3,1100,Ireland,IE-L,Leinster,NA,Howth,53.3887,-6.0627,Larus argentatus,0
Fratercula arctica,Atlantic Puffin,06/06/2016,2016,6,6,1330,Ireland,IE-C-MO,Connaught,Mayo,Unaffiliated svAleria Blackwell Clew Bay,53.8849,-9.7691,Fratercula arctica,0
Numenius phaeopus,Whimbrel,07/06/2016,2016,6,7,730,Ireland,IE-M-KY,Munster,Kerry,Smerwick Harbour,52.1834,-10.3643,Numenius phaeopus,0
Limosa lapponica,Bar-tailed Godwit,14/06/2016,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa lapponica,0
Limosa lapponica,Bar-tailed Godwit,14/06/2016,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa lapponica,0
Limosa limosa,Black-tailed Godwit,14/06/2016,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa limosa,0
Prunella modularis,Dunnock,13/06/2016,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Prunella modularis,0
Gallinula chloropus,Eurasian Moorhen,13/06/2016,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
Motacilla cinerea,Gray Wagtail,13/06/2016,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Motacilla cinerea,0
Turdus merula,Eurasian Blackbird,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus merula,0
Fulica atra,Eurasian Coot,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
Aythya fuligula,Tufted Duck,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
Gallinula chloropus,Eurasian Moorhen,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Columba palumbus,0
Turdus philomelos,Song Thrush,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus philomelos,0
Erithacus rubecula,European Robin,14/06/2016,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
Turdus merula,Eurasian Blackbird,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus merula,0
Muscicapa striata,Spotted Flycatcher,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Muscicapa striata,0
Streptopelia decaocto,Eurasian Collared-Dove,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Streptopelia decaocto,0
Turdus viscivorus,Mistle Thrush,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus viscivorus,0
Turdus philomelos,Song Thrush,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus philomelos,0
Motacilla alba,White Wagtail,15/06/2016,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Motacilla alba,0
Corvus cornix,Hooded Crow,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus cornix,0
Numenius arquata,Eurasian Curlew,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
Numenius arquata,Eurasian Curlew,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
Carduelis carduelis,European Goldfinch,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Carduelis carduelis,0
Larus marinus,Great Black-backed Gull,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
Larus marinus,Great Black-backed Gull,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
Haematopus ostralegus,Eurasian Oystercatcher,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
Haematopus ostralegus,Eurasian Oystercatcher,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
Phasianus colchicus,Ring-necked Pheasant,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Phasianus colchicus,0
Corvus frugilegus,Rook,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus frugilegus,0
Tadorna tadorna,Common Shelduck,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Tadorna tadorna,1
Saxicola rubicola,European Stonechat,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
Saxicola rubicola,European Stonechat,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
Motacilla alba,White Wagtail,16/06/2016,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Motacilla alba,0
Larus canus canus,Mew Gull (European),17/06/2016,2016,6,17,1030,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry,51.8244,-10.172,Larus canus,0
Pyrrhula pyrrhula,Eurasian Bullfinch,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Pyrrhula pyrrhula,0
Egretta garzetta,Little Egret,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Egretta garzetta,1
Tachybaptus ruficollis,Little Grebe,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
Tachybaptus ruficollis,Little Grebe,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
Tachybaptus ruficollis,Little Grebe,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
Phasianus colchicus,Ring-necked Pheasant,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Phasianus colchicus,0
Ardea cinerea,Gray Heron,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
Acrocephalus schoenobaenus,Sedge Warbler,17/06/2016,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Acrocephalus schoenobaenus,0
Aythya fuligula,Tufted Duck,16/06/2016,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
Aythya fuligula,Tufted Duck,16/06/2016,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
Turdus philomelos,Song Thrush,18/06/2016,2016,6,18,545,Ireland,IE-M-KY,Munster,Kerry,Killarney-Muckross Road Park at River,52.0485,-9.5068,Turdus philomelos,0
Parus major,Great Tit,18/06/2016,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
Parus major,Great Tit,18/06/2016,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
Ardea cinerea,Gray Heron,16/06/2016,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
Phalacrocorax carbo,Great Cormorant,18/06/2016,2016,6,18,1300,Ireland,IE-M-CE,Munster,Clare,Kilrush,52.6282,-9.4986,Phalacrocorax carbo,0
Anthus pratensis,Meadow Pipit,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
Anthus pratensis,Meadow Pipit,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
Uria aalge,Common Murre,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Uria aalge,0
Rissa tridactyla,Black-legged Kittiwake,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Rissa tridactyla,0
Fulmarus glacialis,Northern Fulmar,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
Larus marinus,Great Black-backed Gull,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larus marinus,1
Fratercula arctica,Atlantic Puffin,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
Alca torda,Razorbill,18/06/2016,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
Sylvia atricapilla,Eurasian Blackcap,19/06/2016,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Sylvia atricapilla,0
Turdus philomelos,Song Thrush,19/06/2016,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Turdus philomelos,0
Fulmarus glacialis,Northern Fulmar,27/06/2016,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Fulmarus glacialis,0
Anthus pratensis,Meadow Pipit,27/06/2016,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
Oenanthe oenanthe,Northern Wheatear,27/06/2016,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Oenanthe oenanthe,0
Anthus pratensis,Meadow Pipit,27/06/2016,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
Pyrrhocorax pyrrhocorax,Red-billed Chough,27/06/2016,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Pyrrhocorax pyrrhocorax,0
Chroicocephalus ridibundus,Black-headed Gull,17/07/2016,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
Chroicocephalus ridibundus,Black-headed Gull,17/07/2016,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
Sterna forsteri,Forster's Tern,28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
Sterna forsteri,Forster's Tern,28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
Sterna forsteri,Forster's Tern,28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
Fulica americana (Red-shielded),American Coot (Red-shielded),29/03/2013,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Fulica americana (Red-shielded),American Coot (Red-shielded),29/03/2013,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Tringa nebularia,Common Greenshank,30/03/2013,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Loch Phort Chorrúch,53.1376,-9.7093,Tringa nebularia,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),30/03/2013,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mhíl) Harbour,53.2667,-9.559,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),30/03/2013,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mhíl) Harbour,53.2667,-9.559,Larus glaucoides,0
Larus delawarensis,Ring-billed Gull,28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus delawarensis,0
Chroicocephalus ridibundus,Black-headed Gull,28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
Larus canus canus,Mew Gull (European),28/03/2013,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus canus,0
Anthus pratensis,Meadow Pipit,01/04/2014,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
Anthus pratensis,Meadow Pipit,01/04/2014,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
Motacilla alba,White Wagtail,01/04/2014,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Motacilla alba,0
Motacilla alba,White Wagtail,01/04/2014,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Motacilla alba,0
Uria aalge,Common Murre,31/03/2014,2014,3,31,720,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Uria aalge,0
Aegithalos caudatus,Long-tailed Tit,01/10/2013,2013,10,1,1400,Ireland,IE-M-KY,Munster,Kerry,Killarney,52.0589,-9.5186,Aegithalos caudatus,0
Arenaria interpres,Ruddy Turnstone,11/08/2016,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Arenaria interpres,0
Charadrius hiaticula,Common Ringed Plover,11/08/2016,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Charadrius hiaticula,0
Calidris alpina,Dunlin,11/08/2016,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Calidris alpina,0
Uria aalge,Common Murre,13/08/2016,2016,8,13,1515,Ireland,IE-M-CE,Munster,Clare,Bridges of Ross,52.5914,-9.8731,Uria aalge,0
Vanellus vanellus,Northern Lapwing,13/08/2016,2016,8,13,930,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay,52.2575,-9.7356,Vanellus vanellus,0
Corvus frugilegus,Rook,14/08/2016,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Corvus frugilegus,0
Corvus frugilegus,Rook,14/08/2016,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Corvus frugilegus,0
Phalacrocorax carbo,Great Cormorant,14/08/2016,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Phalacrocorax carbo,0
Pyrrhocorax pyrrhocorax,Red-billed Chough,14/08/2016,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
Motacilla alba,White Wagtail,14/08/2016,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Motacilla alba,0
Motacilla alba,White Wagtail,14/08/2016,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Motacilla alba,0
Corvus monedula,Eurasian Jackdaw,14/08/2016,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Corvus monedula,0
Chroicocephalus ridibundus,Black-headed Gull,15/08/2016,2016,8,15,1400,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
Streptopelia decaocto,Eurasian Collared-Dove,16/08/2016,2016,8,16,1045,Ireland,IE-C-GY,Connaught,Galway,Lettermullen,53.2413,-9.7332,Streptopelia decaocto,0
Pica pica,Eurasian Magpie,18/08/2016,2016,8,18,1630,Ireland,IE-M-CE,Munster,Clare,Shannon Airport Lagoon,52.6858,-8.9251,Pica pica,1
Puffinus puffinus,Manx Shearwater,16/04/2016,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Puffinus puffinus,0
